epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,49,,0.32427459955215454,,
0,99,,0.296371728181839,,
0,123,,,0.3327037990093231,0.3327037990093231
0,123,0.37450817227363586,,,
