epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,49,,0.591939389705658,,
0,99,,0.7278599143028259,,
0,123,,,0.4458254277706146,0.4458254277706146
0,123,0.6227244734764099,,,
