epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,49,,0.3837379813194275,,
0,99,,0.3151950240135193,,
0,123,,,0.8523210883140564,0.8523210883140564
0,123,0.41374313831329346,,,
