epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,49,,0.4063158631324768,,
0,99,,0.4128767251968384,,
0,123,,,0.5204554796218872,0.5204554796218872
0,123,0.42128118872642517,,,
