epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,49,,0.7781894207000732,,
0,99,,0.4432045817375183,,
0,123,,,0.39964181184768677,0.39964181184768677
0,123,0.6277582049369812,,,
