full_smiles,rejection
CCO.C1=C(C(=CC(=C1Cl)Cl)C#N)C#N,0.124555267
CO.O[C@@H]1CCC2=C1C=CC=C2,0.82
CC1=CC=CC=C1.CCCCCCCCCC,0.038
CCO.C12=CC=CC=C1NC=N2,0.350011501
CC1=CC=CC=C1.C#Cc1ccccc1,-0.030045011
O.CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,0.9997
CC#N.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C)(C)C4=CC=CC=C4,0.986
CC#N.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C)(C)C%11=CC=CC=C%11,0.895
CC(OCC)=O.CCCCCCCCCCCCCCCCCCCCCCCC,0.239
O.C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,0.991010949
CO.C1=CC=C(C=C1)C(=O)O[C@H]([C@H](C(=O)O)OC(=O)C2=CC=CC=C2)C(=O)O,1.0
CC(C)=O.COc1ncc(Br)cn1,0.135351634
CO.O=C(OC)C1=CC=C(C(OC)=O)C=C1N,0.8
O.CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,0.75
N#CC.C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,0.563613999
CC1CCCO1.C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O,0.757998413
O.CC(Cl)(Cl)Cl,0.952
CC(OCC)=O.OC1=CC(C)=CC=C1C,0.199161113
CC(C)=O.CC1=CC(Br)=C(Br)C=C1C,0.72075707
CO.N[C@H](C1=CC=CC=C1)CO,0.87
CO.O=C(O)C1=C(C)C=C(C)C=C1C,0.98
CC(O)C.Cc1ccc(I)cc1,-0.087512659
N#CC.CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,0.995769603
CC(OCC)=O.OC1=CC(C)=CC=C1C,0.171751885
CO.NC12CC3CC(CC(C3)C1)C2,0.84
O.C1CSC2=NC(CN21)C3=CC=CC=C3,0.968
CC(OCC)=O.C1CC2=CC=CC=C2C1O,0.026883221
CO.C#CC1=CC=C(C=C1)C#C,0.42
CO.OC1=CC=CC=C1C2=CC=CC=C2,0.81
CC(C)=O.C=C(C1=CC=CC=C1)CC(C)(C)C2=CC=CC=C2,0.134
CO.C1N2CN3CN1CN(C2)C3,0.98
CO.O=C(C1=CC=C(O)C=C1)C2=CC=C(O)C=C2,0.96
O.C1=CC=C(C=C1)N,0.035
CO.OC1=CC2=CC=C(O)C=C2C=C1,0.74
N#CC.C1=CC2=C(C=CN2)C=C1Br,0.72998472
CO.CC(CC1=CC=C(C(C(O)=O)C)C=C1)C,0.98
O.CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,0.993
CC(C)=O.COC1=CC(OC)=CC(OC)=C1,0.28754944
CC1=CC=CC=C1.CCCCCCCCCCCCCC,0.143
CCO.CCCCCCCCCCCCCC,-0.378
O.CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,0.951
O.CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,0.92
O.O=C[C@@H]([C@H]([C@H]([C@@H](CO)O)O)O)O,0.981
CC1CCCO1.OC1=CC(C)=CC=C1C,0.438083786
CC1CCCO1.C1=CC=C(C=C1)C(CO)O,1.0
CC1=CC=CC=C1.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C)(C)C%10=CC=CC=C%10,0.965
O.CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,0.916
CO.C1=CC=C(C(=C1)N)Cl,0.018705942
CC1CCCO1.Nc1ccc2[nH]ccc2c1,0.308673922
O.CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,0.99
CC(O)C.NC1=CC=C(Cl)C(Cl)=C1,0.017491955
O.C=C(Cl)Cl,1.0
O.C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N,0.15
O.CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,0.973
CO.CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,0.99
CO.COC1=CC=C(Br)C=C1,0.35
O.CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,0.994
CO.C1=C(NC(=O)N=C1)N,0.58
O.C(C(=O)O)Cl,0.5121
CC#N.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C)(C)C5=CC=CC=C5,1.0
O.CCNC1=NC(=NC(=N1)Cl)N(CC)CC,0.968
CC(C)=O.COC1=CC=CC=C1C,-0.025247812
O.CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,0.959
CC(C)=O.CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1,0.742422537
CC(C)(C)OC.C1=CC2=C(C=CN2)C(=C1)Cl,0.009915133
O.C1=CC=C(C=C1)[N+](=O)[O-],0.201
CC(C)=O.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C)(C)C7=CC=CC=C7,0.961
O=CN(C)C.O=C(O)C1=CC=C(F)C=C1,0.721234996
CC#N.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C)(C)C3=CC=CC=C3,0.831
CO.CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0.81
N#CC.O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],0.93903646
O.CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,0.996
O.CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,0.3719
CCO.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(CC(C(C)(C)C(C7=CC=CC=C7)(C)C)C8=CC=CC=C8)C9=CC=CC=C9,0.557
O.C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,0.9885
CC1=CC=CC=C1.CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO,0.9436
CO.COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,0.98
CC1=CC=CC=C1.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(CC(C(C)(C)C(C8=CC=CC=C8)(C)C)C9=CC=CC=C9)C%10=CC=CC=C%10,0.995
O.C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O,0.9178
CC1=CC=CC=C1.C=CCCCCCCCCC#N,0.25
CC(C)=O.IC1=CC(I)=CC=C1,0.109586671
CC(C)=O.O=C(O)CCCCCCCCCCCCCCCCC,0.062
CO.CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,0.98
O.CCNC1=NC(=NC(=N1)Cl)NC(C)C,0.994
O.CCC(=O)O,0.9103
CO.CC1=CC=C(C=C1)[N+](=O)[O-],0.15
CCCCCCC.CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,0.155595422
CC1=CC=CC=C1.CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO,0.9345
CC(O)C.c1ccc2c(c1)Cc1ccccc1-2,-0.056752406
CO.CN/C(NCCSCC1=CC=C(O1)CN(C)C)=C[N+]([O-])=O,1.0
CO.O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,1.0
CC1=CC=CC=C1.CCCCCCOC1=C(C2=CC=CC=C2C=C1)N=NC3=C(C=C(C=C3)N=NC4=CC=CC=C4C)C,0.787
O.CCO,0.37168
CC(O)C.COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,-0.036113221
CO.Nc1ccc(cc1)C(O)=O,0.85
CO.C1=CC(=C(C(=C1)O)N)[N+](=O)[O-],0.92
O.C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.9688
O.CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,0.883
CCO.CC(=O)OCC1C(C(C(C(O1)OC2(C(C(C(O2)COC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,0.922
CC(O)C.C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,0.973508139
CCO.CC1=NC(C)=CC=C1,0.049751007
O.CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0.9479
CCCCCCC.OC1CCC2=C1C=CC=C2,-0.002268059
O.CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,0.998
CCCCCC.O=C(OCC(COC(CCCCCCC/C=C/CCCCCCCC)=O)OC(CCCCCCC/C=C/CCCCCCCC)=O)CCCCCCC/C=C/CCCCCCCC,0.791
CO.C1=CC2=C(C=CN2)C=C1O,0.38
O.CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,0.968
N#CC.COC1=CC(OC)=CC(Br)=C1,0.963795926
CO.C1=C2C(=CC(=C1Cl)Cl)N=CN2,0.422789723
CO.CC1=C(C2=CC(F)=CC=C2/C1=CC3=CC=C(S(C)=O)C=C3)CC(O)=O,1.0
CC(C)=O.CCCCCCCCCCCCCCCC(OCC(COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCC)=O)=O,0.88
CO.O=C(C(C)=C1)C(C=CC=C2)=C2C1=O,0.49
CO.O=C(N(OC(C1CCCCC1)=O)C2=O)C3=C2C=CC=C3,0.97
CC(C)=O.COC1=CC=C(OC)C=C1,0.079257618
CCO.O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)C)C)C)C)OC,0.937
CO.OC(=O)c1ccc(cc1)[N+]([O-])=O,0.96
CC1=CC=CC=C1.O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)C)C)C)C)C)C)C)OC,0.996
CO.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],0.925
CO.NC1=CN=C(N)C=C1,0.61
O.C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,0.9405
CO.BrC1=CC=C(Br)O1,0.14
CO.Nc1ccc(-c2cc(-c3ccc(N)cc3)cc(-c3ccc(N)cc3)c2)cc1,1.0
CO.C1(NC2=CC=CC=C2)=CC=CC=C1,0.53
CO.C1=CN=C(C=C1Br)C2=NC=CC(=C2)Br,0.7
CC(C)(C)OC.O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,0.040020463
CC1CCCO1.OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,1.0
CO.CC(C)(C)OC(=O)N1CCC(C1)C(=O)O,0.39
O.CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,0.134
CC1=CC=CC=C1.O=C1NC2=C(C=CC(Br)=C2)C1,0.393979442
O.C(Br)(Br)Br,0.57
CO.OC1=CC=CC([N+]([O-])=O)=C1,0.22
CO.C1CC2=CC=CC=C2C1O,0.48
O.C(C(Cl)Cl)Cl,0.923
CO.C1=CC2=C(C=CN2)C(=C1)O,0.59
CO.CCN(CCOC(=O)C(=C)C)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)[N+](=O)[O-])Cl,0.99
CO.CN1C(C(NC2=CC=CC=N2)=O)=C(C3=C(S1(=O)=O)C=CS3)O,1.0
CC(O)C.NC1=CC(C)=CC=C1C,-0.063820744
CC(OCC)=O.C1=CC(=C(C(=C1)O)O)O,0.372443283
CO.O=C1CC(C2=CC=CC=C2)OC3=C1C=CC=C3,0.07
N#CC.CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,0.464006206
CC(OCC)=O.COC1=CC=CC=C1C,0.034054184
CO.OCc1c2ccccc2cc3ccccc13,0.92
CC(C)=O.CCCCN1CCCC1=O,-0.080927001
CC(C)(C)OC.Cc1ccc(I)cc1,-0.010460729
CC(C)=O.OC1=CC=CC=C1C2=CC=CC=C2,0.394404213
N#CC.C1=CC2=C(C=CN2)C(=C1)Cl,0.581814766
CO.C1=CC2=C(C=CN2)C(=C1)Br,0.04838179
CO.C1=CC(=CC=C1N)Br,0.09
CO.CCOC1=CC=C(C=C1)OCC,0.42
O.C=C(Cl)Cl,0.667
CCO.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(CC(C(C)(C)C(C7=CC=CC=C7)(C)C)C8=CC=CC=C8)C9=CC=CC=C9,0.694
CC(OCC)=O.OC1=CC(C)=CC=C1C,0.037142779
O.CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.772
CC(OCC)=O.BrC1=CC=CC(Br)=N1,0.06708378
CC1=CC=CC=C1.CCCCCCCCCCCCC1=CC=CC=C1,0.823
CCO.CC(CC(C(C)(C)C(C1=CC=CC=C1)(C)C)C2=CC=CC=C2)C3=CC=CC=C3,0.95
CC(OCC)=O.OC1=CC(C)=CC=C1C,0.278896532
O.C(=C(Cl)Cl)(Cl)Cl,0.71
CO.CC(C(C1=CC=CC=C1)O)N(C)C,1.0
CC(C)=O.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C)(C)C5=CC=CC=C5,1.0
O.CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N,0.922
CO.O=C(C1=CC(Br)=C(O)C(Br)=C1)C2=C(OC3=C2C=CC=C3)CC,1.0
O.CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0.8939
CC(C)=O.CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1,0.975043484
CC#N.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C)(C)C3=CC=CC=C3,0.019
CO.NC(C1=CC=CC=C12)=C(C)C=C2C3=CC(C)=C(N)C4=CC=CC=C34,1.0
O.CC(C)(C)C1=NN=C(N(C1=O)N)SC,0.875
CC1CCCO1.COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O,0.844135504
CCO.CCCCCCCCCCCC,-0.295
O.C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],0.96
CO.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C)(C)C%10=CC=CC=C%10,1.0
CCO.OC1=CC=CC=C1C2=CC=CC=C2,0.030581878
O.C(C(C(C(C=O)O)O)O)O,0.842
N#CC.OC1=CC(C)=CC=C1C,0.533148592
CC(O)C.NC1=CC=CC(F)=C1,-0.054787311
CO.CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,-0.059556269
CCCCCC.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C)(C)C3=CC=CC=C3,0.761
CC(OCC)=O.OC1=CC(C)=CC=C1C,0.150333898
CO.C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0.92
O.C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,0.9046
CC1=CC=CC=C1.CCCC(C1=CC=CC=C1)C(CCC)C2=CC=CC=C2,0.572
CC#N.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C)(C)C%11=CC=CC=C%11,0.997
CO.C1=C(NC(=O)N=C1)N,0.7
O.C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,0.997
O.CC1=C(C=CC(=C1)Cl)OCC(=O)O,0.9587
O.CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC,0.9362
CC#N.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C)(C)C9=CC=CC=C9,1.0
CO.OC1=CC=CC([N+]([O-])=O)=C1,0.28
CC(OCC)=O.IC1=CC(I)=CC=C1,0.063994675
CC1=CC=CC=C1.c1ccc(-c2ccccc2)cc1,0.192676097
CC1=CC=CC=C1.C=CCCCCCCCCC#N,0.07
O.CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,0.994
CC(OCC)=O.CC1=CC(Br)=C(C)C=C1Br,0.173171057
CO.C1=C(OC(=C1)C=O)C=O,0.48
O.CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.[Cl-],0.975
O.CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC,0.664477503
CCCCCC.CC(C1=CC2=CC=C(C(C)C)C=C2C=C1)C,0.246
CC(OCC)=O.OC1=CC=C(NC(C)=O)C=C1,0.307800812
CO.COc1ncc(Br)cn1,0.34
O.C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,0.9926
CC1=CC=CC=C1.C=C(C1=CC=CC=C1)CC(C)(C)C2=CC=CC=C2,0.842
O.C(Br)(Br)(Br)Br,0.89
O.CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0.9375
CC(O)C.CCC(C(=O)O)c1ccccc1,0.766357345
CCO.CC1=CC(O)=CC=C1,0.017985244
O.CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0.9551
CC(O)C.O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,0.369714528
CO.C(C1=C(C(=C(C(=C1F)F)CO)F)F)O,0.82
CO.CCCC[N+](CCCC)(CCCC)CCCC.F[P-](F)(F)(F)(F)F,0.94
CC(OCC)=O.COC1=CC(C(OC)=O)=CC=C1O,0.423
CO.C12C3=C(C=CC=C3)C(C4=C2C=CC=C4)C5=C1C=CC=C5,1.0
O.CCOP(=O)(OCC)OCC,1.0
C1CCCO1.[H][C@@]1([C@@H](C2=CC=NC3=CC=C(C=C23)O)OCC4=CC(CO[C@H](C5=CC=NC6=CC=C(C=C56)O)[C@@]7(C[C@@H]8CC[N@]7C[C@@H]8C=C)[H])=CC(CO[C@H](C9=CC=NC%10=CC=C(C=C9%10)O)[C@@]%11(C[C@@H]%12CC[N@]%11C[C@@H]%12C=C)[H])=C4)C[C@@H]%13CC[N@]1C[C@@H]%13C=C,0.964
N#CC.c1ccc(-c2ccccc2)cc1,-0.082655874
O.CC(C)C1=CC=CC=C1O,0.802
CC1=CC=CC=C1.CC1=CC(Br)=C(Br)C=C1C,0.145657873
CO.C1=CC(=CC=C1C#N)C2=CC=C(C=C2)C#N,0.72
O.C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,0.99
CC(O)C.Cc1c(C=O)c(C)c(C=O)c(C)c1C=O,-0.012333046
O.C1=CC=C(C=C1)COC(=O)C2=CC=C(C=C2)O,0.19
O.CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)S(=O)(=O)[O-].[Na+],0.95
CO.C1=CC(=C(C=C1Br)C(=O)O)N,0.86
CO.O=[N+](C1=CC=C(Cl)C=C1)[O-],0.34
O.C1=CC=C(C=C1)Cl,0.5
CC(C)(C)OC.Cc1c(C=O)c(C)c(C=O)c(C)c1C=O,0.078456817
CO.CCCC(CO1)OC1(C2=C(Cl)C=C(Cl)C=C2)CN3N=CN=C3,0.96
O.CC(=O)O,0.374
CO.OC1=CC=CC=C1C2=CC=CC=C2,0.86
CC(C)=O.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C)(C)C%12=CC=CC=C%12,1.0
CCO.O=C(OC)C(C)(CC(C)(CC(C)C(OC)=O)C(OC)=O)CC(C)(C(OC)=O)C,0.228
O.CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,0.995
CO.OC(C)COC(C)COC(C)CO,0.8
O.C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl,0.862
CCO.Nc1ccc(-c2cc(-c3ccc(N)cc3)cc(-c3ccc(N)cc3)c2)cc1,0.559470848
CC1CCCO1.O=C1NC2=C(C=CC=C2F)C1=O,0.519607164
O.CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,0.449
O.CCCCOCCOCCO,0.6109
CO.CN(C1=CC=CC=C1)C(=O)C2=CC=CC=C2,0.04003622
O.CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0.9434
CC1=CC=CC=C1.C1(C2=CC=NC=C2)=CC=NC=C1,-0.127046469
CCO.C1=CC(=CC=C1N=NC2=CC=C(C=C2)[N+](=O)[O-])N(CCO)CCO,0.64
CC(C)=O.C1OC2=C(O1)C=C(C=C2)O,0.294673173
O.CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,0.638
O.C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,0.9912
CO.C1=CC2=C(C=CN2)C(=C1)Br,0.721818279
O.C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl,0.133
O.CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,0.927
CO.CC1=C(OC)C=C(C)C(Br)=C1,0.99
CC(C)(C)OC.CCC(C(=O)O)c1ccccc1,0.016061246
N#CC.O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,0.798965419
N#CC.CC(C(C1=CC=CC=C1)O)N(C)C,0.361401273
CC#N.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C)(C)C%10=CC=CC=C%10,0.76
CO.C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC=C(C=C4)N)C5=CC=C(C=C5)N,1.0
CO.COC1=C(C=C2C(=C1)CCC2=O)OC,0.9
O.CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl,0.31
O.C(Cl)(Cl)Cl,1.0
O.CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,0.922
CC1=CC=CC=C1.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C)(C)C8=CC=CC=C8,0.928
CC(OCC)=O.FC(F)(F)C(C1=CC=C(C=C1)C(O)=O)(C2=CC=C(C=C2)C(O)=O)C(F)(F)F,0.469227219
N#CC.CC1=CC(=CC(=C1)Br)Br,0.59772333
CC(C)=O.C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)N,0.927867051
CCO.NC1=CC=CC(F)=C1,0.051308341
CO.CC(CC1=CC=C(C(C(O)=O)C)C=C1)C,0.99
CC#N.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C%14=CC=CC=C%14)CC(C%15=CC=CC=C%15)CC(C%16=CC=CC=C%16)CC(C%17=CC=CC=C%17)CC(C)(C)C%18=CC=CC=C%18,1.0
O.C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,0.31
O.C1=CC=C(C=C1)CC(CC(=O)O)N,0.84
N#CC.CC1=CC(NS(=O)(C2=CC=C(C=C2)N)=O)=NO1,0.871632563
CC#N.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C)(C)C4=CC=CC=C4,0.899
CC(C)=O.OC(CC1=C(C=CC=C1)NC2=C(C=CC=C2Cl)Cl)=O,0.770444165
O.CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,0.756
CC(C)=O.CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO,0.95
CO.NC1=CC=CC(N)=N1,0.58
N#CC.CC1=CC=C(C=C1)I,-0.051896137
CC1CCCO1.CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,0.844392327
CO.CN(C=O)C1=CC=CC=C1,0.45
CO.OCC(OC)OC,0.514
O.C(C(Cl)Cl)Cl,0.03
CO.C1=CC(=C(C=C1[N+](=O)[O-])N)Br,0.02070173
O.CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl,0.96
CC(C)=O.C1(C2=NC=CC=C2)=CC=CC=N1,-0.082350414
CC(O)C.c1ccc2c(c1)Cc1ccccc1-2,0.001614387
O.C1=CC(=C(C=C1O)O)C(=O)O,0.9483
