epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,49,,0.4445931911468506,,
0,99,,0.43998080492019653,,
0,123,,,0.4718204736709595,0.4718204736709595
0,123,0.6362922787666321,,,
