epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,49,,0.3625103533267975,,
0,99,,0.5263128876686096,,
0,123,,,0.3546714186668396,0.3546714186668396
0,123,0.3772515058517456,,,
